date,timestamp,ISO8601,hr (count/min),since_start
9:12:41.985 AM,1770473561.985,2026-02-07T09:12:41.984-0500,,
9:12:41.985 AM,1770473561.985,2026-02-07T09:12:41.984-0500,70,0
9:12:42.985 AM,1770473562.985,2026-02-07T09:12:42.984-0500,71,1
9:12:43.985 AM,1770473563.985,2026-02-07T09:12:43.984-0500,67,2
9:12:44.985 AM,1770473564.985,2026-02-07T09:12:44.984-0500,65,3
9:12:45.985 AM,1770473565.985,2026-02-07T09:12:45.984-0500,65,4
9:12:46.985 AM,1770473566.985,2026-02-07T09:12:46.984-0500,65,5
9:12:47.985 AM,1770473567.985,2026-02-07T09:12:47.984-0500,65,6
9:12:48.985 AM,1770473568.985,2026-02-07T09:12:48.984-0500,65,7
9:12:49.985 AM,1770473569.985,2026-02-07T09:12:49.984-0500,65,8
9:12:50.985 AM,1770473570.985,2026-02-07T09:12:50.984-0500,65,9
9:12:51.985 AM,1770473571.985,2026-02-07T09:12:51.984-0500,65,10
9:12:52.985 AM,1770473572.985,2026-02-07T09:12:52.984-0500,65,11
9:12:53.985 AM,1770473573.985,2026-02-07T09:12:53.984-0500,65,12
9:12:54.985 AM,1770473574.985,2026-02-07T09:12:54.984-0500,65,13
9:12:55.985 AM,1770473575.985,2026-02-07T09:12:55.984-0500,66,14
9:12:56.985 AM,1770473576.985,2026-02-07T09:12:56.984-0500,66,15
9:12:57.985 AM,1770473577.985,2026-02-07T09:12:57.984-0500,66,16
9:12:58.985 AM,1770473578.985,2026-02-07T09:12:58.984-0500,66,17
9:12:59.985 AM,1770473579.985,2026-02-07T09:12:59.984-0500,66,18
9:13:00.985 AM,1770473580.985,2026-02-07T09:13:00.984-0500,66,19
9:13:01.985 AM,1770473581.985,2026-02-07T09:13:01.984-0500,66,20
9:13:02.985 AM,1770473582.985,2026-02-07T09:13:02.984-0500,66,21
9:13:03.985 AM,1770473583.985,2026-02-07T09:13:03.984-0500,66,22
9:13:04.985 AM,1770473584.985,2026-02-07T09:13:04.984-0500,66,23
9:13:05.985 AM,1770473585.985,2026-02-07T09:13:05.984-0500,67,24
9:13:06.985 AM,1770473586.985,2026-02-07T09:13:06.984-0500,68,25
9:13:07.985 AM,1770473587.985,2026-02-07T09:13:07.984-0500,68,26
9:13:08.985 AM,1770473588.985,2026-02-07T09:13:08.984-0500,69,27
9:13:09.985 AM,1770473589.985,2026-02-07T09:13:09.984-0500,69,28
9:13:10.985 AM,1770473590.985,2026-02-07T09:13:10.984-0500,69,29
9:13:11.985 AM,1770473591.985,2026-02-07T09:13:11.984-0500,69,30
9:13:12.985 AM,1770473592.985,2026-02-07T09:13:12.984-0500,69,31
9:13:13.985 AM,1770473593.985,2026-02-07T09:13:13.984-0500,69,32
9:13:14.985 AM,1770473594.985,2026-02-07T09:13:14.984-0500,69,33
9:13:15.985 AM,1770473595.985,2026-02-07T09:13:15.984-0500,69,34
9:13:16.985 AM,1770473596.985,2026-02-07T09:13:16.984-0500,69,35
9:13:17.985 AM,1770473597.985,2026-02-07T09:13:17.984-0500,69,36
9:13:18.985 AM,1770473598.985,2026-02-07T09:13:18.984-0500,69,37
9:13:19.985 AM,1770473599.985,2026-02-07T09:13:19.984-0500,69,38
9:13:20.985 AM,1770473600.985,2026-02-07T09:13:20.984-0500,69,39
9:13:21.985 AM,1770473601.985,2026-02-07T09:13:21.984-0500,69,40
9:13:22.985 AM,1770473602.985,2026-02-07T09:13:22.984-0500,69,41
9:13:23.985 AM,1770473603.985,2026-02-07T09:13:23.984-0500,70,42
9:13:24.985 AM,1770473604.985,2026-02-07T09:13:24.984-0500,71,43
9:13:25.985 AM,1770473605.985,2026-02-07T09:13:25.984-0500,69,44
9:13:26.985 AM,1770473606.985,2026-02-07T09:13:26.984-0500,69,45
9:13:27.985 AM,1770473607.985,2026-02-07T09:13:27.984-0500,70,46
9:13:28.985 AM,1770473608.985,2026-02-07T09:13:28.984-0500,70,47
9:13:29.985 AM,1770473609.985,2026-02-07T09:13:29.984-0500,70,48
9:13:30.985 AM,1770473610.985,2026-02-07T09:13:30.984-0500,70,49
9:13:31.985 AM,1770473611.985,2026-02-07T09:13:31.984-0500,70,50
9:13:32.985 AM,1770473612.985,2026-02-07T09:13:32.984-0500,71,51
9:13:33.985 AM,1770473613.985,2026-02-07T09:13:33.984-0500,71,52
9:13:34.985 AM,1770473614.985,2026-02-07T09:13:34.984-0500,71,53
9:13:35.985 AM,1770473615.985,2026-02-07T09:13:35.984-0500,71,54
9:13:36.985 AM,1770473616.985,2026-02-07T09:13:36.984-0500,71,55
9:13:37.985 AM,1770473617.985,2026-02-07T09:13:37.984-0500,71,56
9:13:38.985 AM,1770473618.985,2026-02-07T09:13:38.984-0500,71,57
9:13:39.985 AM,1770473619.985,2026-02-07T09:13:39.984-0500,72,58
9:13:40.985 AM,1770473620.985,2026-02-07T09:13:40.984-0500,72,59
9:13:41.985 AM,1770473621.985,2026-02-07T09:13:41.984-0500,72,60
9:13:42.985 AM,1770473622.985,2026-02-07T09:13:42.984-0500,71,61
9:13:43.985 AM,1770473623.985,2026-02-07T09:13:43.984-0500,70,62
9:13:44.985 AM,1770473624.985,2026-02-07T09:13:44.984-0500,70,63
9:13:45.985 AM,1770473625.985,2026-02-07T09:13:45.984-0500,70,64
9:13:46.985 AM,1770473626.985,2026-02-07T09:13:46.984-0500,70,65
9:13:47.985 AM,1770473627.985,2026-02-07T09:13:47.984-0500,70,66
9:13:48.985 AM,1770473628.985,2026-02-07T09:13:48.984-0500,70,67
9:13:49.985 AM,1770473629.985,2026-02-07T09:13:49.984-0500,70,68
9:13:50.985 AM,1770473630.985,2026-02-07T09:13:50.984-0500,71,69
9:13:51.985 AM,1770473631.985,2026-02-07T09:13:51.984-0500,71,70
9:13:52.985 AM,1770473632.985,2026-02-07T09:13:52.984-0500,70,71
9:13:53.985 AM,1770473633.985,2026-02-07T09:13:53.984-0500,70,72
9:13:54.985 AM,1770473634.985,2026-02-07T09:13:54.984-0500,71,73
9:13:55.985 AM,1770473635.985,2026-02-07T09:13:55.984-0500,71,74
9:13:56.985 AM,1770473636.985,2026-02-07T09:13:56.984-0500,71,75
9:13:57.985 AM,1770473637.985,2026-02-07T09:13:57.984-0500,73,76
9:13:58.985 AM,1770473638.985,2026-02-07T09:13:58.984-0500,74,77
9:13:59.985 AM,1770473639.985,2026-02-07T09:13:59.984-0500,76,78
9:14:00.985 AM,1770473640.985,2026-02-07T09:14:00.984-0500,78,79
