date,timestamp,ISO8601,hr (count/min),power (watt),cadence (count/min),distance (meter),speed (m/s),lap,since_start
9:14:10.000 AM,1770473650.000,2026-02-07T09:14:10.000-0500,61,65,73,351.450,4.456,1,88
9:14:11.000 AM,1770473651.000,2026-02-07T09:14:11.000-0500,61,65,73,355.620,4.452,1,89
9:14:12.000 AM,1770473652.000,2026-02-07T09:14:12.000-0500,61,66,73,359.800,4.461,1,90
9:14:13.000 AM,1770473653.000,2026-02-07T09:14:13.000-0500,61,67,73,365.010,4.510,1,91
9:14:14.000 AM,1770473654.000,2026-02-07T09:14:14.000-0500,62,66,73,369.200,4.500,1,92
9:14:15.000 AM,1770473655.000,2026-02-07T09:14:15.000-0500,62,64,73,374.130,4.520,1,93
9:14:16.000 AM,1770473656.000,2026-02-07T09:14:16.000-0500,62,63,73,378.380,4.520,1,94
9:14:17.000 AM,1770473657.000,2026-02-07T09:14:17.000-0500,62,62,73,382.730,4.514,1,95
9:14:18.000 AM,1770473658.000,2026-02-07T09:14:18.000-0500,62,65,73,387.440,4.523,1,96
9:14:19.000 AM,1770473659.000,2026-02-07T09:14:19.000-0500,63,68,74,391.410,4.522,1,97
9:14:20.000 AM,1770473660.000,2026-02-07T09:14:20.000-0500,63,68,74,395.840,4.523,1,98
9:14:21.000 AM,1770473661.000,2026-02-07T09:14:21.000-0500,63,68,74,401.530,4.529,1,99
9:14:22.000 AM,1770473662.000,2026-02-07T09:14:22.000-0500,63,65,73,405.720,4.540,1,100
9:14:23.000 AM,1770473663.000,2026-02-07T09:14:23.000-0500,64,62,73,409.890,4.549,1,101
9:14:24.000 AM,1770473664.000,2026-02-07T09:14:24.000-0500,64,62,73,414.150,4.523,1,102
9:14:25.000 AM,1770473665.000,2026-02-07T09:14:25.000-0500,64,64,73,420.300,4.569,1,103
9:14:26.000 AM,1770473666.000,2026-02-07T09:14:26.000-0500,64,66,73,425.530,4.549,1,104
9:14:27.000 AM,1770473667.000,2026-02-07T09:14:27.000-0500,64,66,73,430.120,4.528,1,105
9:14:28.000 AM,1770473668.000,2026-02-07T09:14:28.000-0500,64,65,73,434.920,4.520,1,106
9:14:29.000 AM,1770473669.000,2026-02-07T09:14:29.000-0500,64,63,73,439.100,4.530,1,107
9:14:30.000 AM,1770473670.000,2026-02-07T09:14:30.000-0500,64,66,74,443.530,4.539,1,108
9:14:31.000 AM,1770473671.000,2026-02-07T09:14:31.000-0500,64,66,74,448.490,4.546,1,109
9:14:32.000 AM,1770473672.000,2026-02-07T09:14:32.000-0500,64,62,73,452.640,4.539,1,110
9:14:33.000 AM,1770473673.000,2026-02-07T09:14:33.000-0500,64,60,73,456.790,4.513,1,111
9:14:34.000 AM,1770473674.000,2026-02-07T09:14:34.000-0500,64,61,73,461.810,4.511,1,112
9:14:35.000 AM,1770473675.000,2026-02-07T09:14:35.000-0500,64,62,73,466.230,4.531,1,113
9:14:36.000 AM,1770473676.000,2026-02-07T09:14:36.000-0500,64,63,73,470.930,4.549,1,114
9:14:37.000 AM,1770473677.000,2026-02-07T09:14:37.000-0500,64,64,73,475.300,4.520,1,115
9:14:38.000 AM,1770473678.000,2026-02-07T09:14:38.000-0500,64,63,73,478.920,4.519,1,116
9:14:39.000 AM,1770473679.000,2026-02-07T09:14:39.000-0500,64,63,73,484.520,4.516,1,117
9:14:40.000 AM,1770473680.000,2026-02-07T09:14:40.000-0500,64,65,73,488.270,4.510,1,118
9:14:41.000 AM,1770473681.000,2026-02-07T09:14:41.000-0500,64,66,74,493.370,4.525,1,119
9:14:42.000 AM,1770473682.000,2026-02-07T09:14:42.000-0500,63,67,74,498.290,4.549,1,120
9:14:43.000 AM,1770473683.000,2026-02-07T09:14:43.000-0500,63,66,74,501.710,4.530,1,121
9:14:44.000 AM,1770473684.000,2026-02-07T09:14:44.000-0500,64,63,74,506.870,4.542,1,122
9:14:45.000 AM,1770473685.000,2026-02-07T09:14:45.000-0500,64,66,75,511.440,4.565,1,123
9:14:46.000 AM,1770473686.000,2026-02-07T09:14:46.000-0500,64,68,74,516.320,4.578,1,124
9:14:47.000 AM,1770473687.000,2026-02-07T09:14:47.000-0500,64,66,75,521.500,4.589,1,125
9:14:48.000 AM,1770473688.000,2026-02-07T09:14:48.000-0500,64,67,75,525.710,4.610,1,126
9:14:49.000 AM,1770473689.000,2026-02-07T09:14:49.000-0500,64,65,74,529.890,4.610,1,127
9:14:50.000 AM,1770473690.000,2026-02-07T09:14:50.000-0500,64,64,75,534.760,4.593,1,128
9:14:51.000 AM,1770473691.000,2026-02-07T09:14:51.000-0500,64,69,76,539.270,4.683,1,129
9:14:52.000 AM,1770473692.000,2026-02-07T09:14:52.000-0500,64,77,78,544.490,4.716,1,130
9:14:53.000 AM,1770473693.000,2026-02-07T09:14:53.000-0500,65,72,78,548.790,4.759,1,131
9:14:54.000 AM,1770473694.000,2026-02-07T09:14:54.000-0500,65,67,78,553.880,4.792,1,132
9:14:55.000 AM,1770473695.000,2026-02-07T09:14:55.000-0500,65,69,78,559.080,4.847,1,133
9:14:56.000 AM,1770473696.000,2026-02-07T09:14:56.000-0500,65,71,78,563.260,4.820,1,134
9:14:57.000 AM,1770473697.000,2026-02-07T09:14:57.000-0500,65,68,78,568.480,4.811,1,135
9:14:58.000 AM,1770473698.000,2026-02-07T09:14:58.000-0500,66,65,77,573.700,4.790,1,136
9:14:59.000 AM,1770473699.000,2026-02-07T09:14:59.000-0500,66,64,77,577.880,4.775,1,137
9:15:00.000 AM,1770473700.000,2026-02-07T09:15:00.000-0500,66,66,77,582.040,4.727,1,138
9:15:01.000 AM,1770473701.000,2026-02-07T09:15:01.000-0500,66,66,77,586.110,4.746,1,139
9:15:02.000 AM,1770473702.000,2026-02-07T09:15:02.000-0500,66,66,76,591.800,4.739,1,140
9:15:03.000 AM,1770473703.000,2026-02-07T09:15:03.000-0500,67,66,76,596.500,4.724,1,141
9:15:04.000 AM,1770473704.000,2026-02-07T09:15:04.000-0500,67,66,76,600.330,4.715,1,142
9:15:05.000 AM,1770473705.000,2026-02-07T09:15:05.000-0500,67,67,76,605.510,4.710,1,143
9:15:06.000 AM,1770473706.000,2026-02-07T09:15:06.000-0500,67,65,76,610.200,4.707,1,144
9:15:07.000 AM,1770473707.000,2026-02-07T09:15:07.000-0500,67,61,75,616.780,4.671,1,145
9:15:08.000 AM,1770473708.000,2026-02-07T09:15:08.000-0500,67,59,75,622.600,4.676,1,146
9:15:09.000 AM,1770473709.000,2026-02-07T09:15:09.000-0500,67,62,76,626.890,4.694,1,147
9:15:10.000 AM,1770473710.000,2026-02-07T09:15:10.000-0500,67,64,76,631.070,4.674,1,148
9:15:11.000 AM,1770473711.000,2026-02-07T09:15:11.000-0500,67,65,75,636.020,4.665,1,149
9:15:12.000 AM,1770473712.000,2026-02-07T09:15:12.000-0500,67,64,75,639.430,4.663,1,150
9:15:13.000 AM,1770473713.000,2026-02-07T09:15:13.000-0500,67,65,75,645.300,4.629,1,151
9:15:14.000 AM,1770473714.000,2026-02-07T09:15:14.000-0500,67,67,75,649.730,4.649,1,152
9:15:15.000 AM,1770473715.000,2026-02-07T09:15:15.000-0500,67,66,76,654.880,4.657,1,153
9:15:16.000 AM,1770473716.000,2026-02-07T09:15:16.000-0500,67,63,75,658.230,4.678,1,154
9:15:17.000 AM,1770473717.000,2026-02-07T09:15:17.000-0500,67,60,75,664.400,4.651,1,155
9:15:18.000 AM,1770473718.000,2026-02-07T09:15:18.000-0500,67,60,76,668.640,4.683,1,156
9:15:19.000 AM,1770473719.000,2026-02-07T09:15:19.000-0500,67,65,76,672.870,4.641,1,157
9:15:20.000 AM,1770473720.000,2026-02-07T09:15:20.000-0500,67,70,76,678.030,4.679,1,158
9:15:21.000 AM,1770473721.000,2026-02-07T09:15:21.000-0500,67,66,75,683.240,4.664,1,159
9:15:22.000 AM,1770473722.000,2026-02-07T09:15:22.000-0500,67,65,75,687.420,4.694,1,160
9:15:23.000 AM,1770473723.000,2026-02-07T09:15:23.000-0500,67,67,76,691.600,4.683,1,161
9:15:24.000 AM,1770473724.000,2026-02-07T09:15:24.000-0500,67,68,76,696.810,4.690,1,162
9:15:25.000 AM,1770473725.000,2026-02-07T09:15:25.000-0500,67,66,76,700.980,4.687,1,163
9:15:26.000 AM,1770473726.000,2026-02-07T09:15:26.000-0500,67,64,76,705.160,4.683,1,164
9:15:27.000 AM,1770473727.000,2026-02-07T09:15:27.000-0500,67,64,76,710.380,4.696,1,165
9:15:28.000 AM,1770473728.000,2026-02-07T09:15:28.000-0500,67,61,76,715.590,4.683,1,166
9:15:29.000 AM,1770473729.000,2026-02-07T09:15:29.000-0500,67,59,76,719.690,4.712,1,167
9:15:30.000 AM,1770473730.000,2026-02-07T09:15:30.000-0500,67,65,76,724.130,4.692,1,168
9:15:31.000 AM,1770473731.000,2026-02-07T09:15:31.000-0500,67,66,76,727.860,4.694,1,169
9:15:32.000 AM,1770473732.000,2026-02-07T09:15:32.000-0500,67,63,75,733.840,4.662,1,170
9:15:33.000 AM,1770473733.000,2026-02-07T09:15:33.000-0500,67,63,75,738.540,4.681,1,171
9:15:34.000 AM,1770473734.000,2026-02-07T09:15:34.000-0500,67,65,75,743.750,4.631,1,172
9:15:35.000 AM,1770473735.000,2026-02-07T09:15:35.000-0500,67,62,74,747.330,4.628,1,173
9:15:36.000 AM,1770473736.000,2026-02-07T09:15:36.000-0500,66,58,75,751.530,4.622,1,174
9:15:37.000 AM,1770473737.000,2026-02-07T09:15:37.000-0500,66,62,76,757.210,4.613,1,175
9:15:38.000 AM,1770473738.000,2026-02-07T09:15:38.000-0500,66,65,76,762.080,4.631,1,176
9:15:39.000 AM,1770473739.000,2026-02-07T09:15:39.000-0500,66,60,75,766.710,4.641,1,177
9:15:40.000 AM,1770473740.000,2026-02-07T09:15:40.000-0500,66,59,75,769.910,4.651,1,178
9:15:41.000 AM,1770473741.000,2026-02-07T09:15:41.000-0500,66,60,75,776.100,4.622,1,179
9:15:42.000 AM,1770473742.000,2026-02-07T09:15:42.000-0500,66,64,75,780.280,4.630,1,180
9:15:43.000 AM,1770473743.000,2026-02-07T09:15:43.000-0500,66,65,75,785.300,4.642,1,181
9:15:44.000 AM,1770473744.000,2026-02-07T09:15:44.000-0500,66,65,75,788.640,4.646,1,182
9:15:45.000 AM,1770473745.000,2026-02-07T09:15:45.000-0500,66,65,75,794.880,4.641,1,183
9:15:46.000 AM,1770473746.000,2026-02-07T09:15:46.000-0500,66,66,76,799.050,4.652,1,184
9:15:47.000 AM,1770473747.000,2026-02-07T09:15:47.000-0500,66,65,76,803.300,4.683,1,185
9:15:48.000 AM,1770473748.000,2026-02-07T09:15:48.000-0500,66,63,76,809.070,4.675,1,186
9:15:49.000 AM,1770473749.000,2026-02-07T09:15:49.000-0500,66,62,76,815.520,4.683,1,187
9:15:50.000 AM,1770473750.000,2026-02-07T09:15:50.000-0500,67,60,75,819.150,4.697,1,188
9:15:51.000 AM,1770473751.000,2026-02-07T09:15:51.000-0500,67,59,75,823.320,4.631,1,189
9:15:52.000 AM,1770473752.000,2026-02-07T09:15:52.000-0500,67,62,75,829.300,4.655,1,190
9:15:53.000 AM,1770473753.000,2026-02-07T09:15:53.000-0500,67,66,75,832.700,4.680,1,191
9:15:54.000 AM,1770473754.000,2026-02-07T09:15:54.000-0500,67,64,75,837.600,4.650,1,192
9:15:55.000 AM,1770473755.000,2026-02-07T09:15:55.000-0500,67,63,75,841.740,4.646,1,193
9:15:56.000 AM,1770473756.000,2026-02-07T09:15:56.000-0500,67,63,75,847.590,4.668,1,194
9:15:57.000 AM,1770473757.000,2026-02-07T09:15:57.000-0500,67,62,75,851.580,4.656,1,195
9:15:58.000 AM,1770473758.000,2026-02-07T09:15:58.000-0500,67,62,76,857.460,4.653,1,196
9:15:59.000 AM,1770473759.000,2026-02-07T09:15:59.000-0500,67,62,76,861.640,4.683,1,197
9:16:00.000 AM,1770473760.000,2026-02-07T09:16:00.000-0500,66,62,75,866.390,4.645,1,198
9:16:01.000 AM,1770473761.000,2026-02-07T09:16:01.000-0500,66,61,75,870.590,4.631,1,199
9:16:02.000 AM,1770473762.000,2026-02-07T09:16:02.000-0500,66,64,75,874.660,4.630,1,200
9:16:03.000 AM,1770473763.000,2026-02-07T09:16:03.000-0500,66,64,75,880.200,4.631,1,201
9:16:04.000 AM,1770473764.000,2026-02-07T09:16:04.000-0500,66,64,75,884.800,4.641,1,202
9:16:05.000 AM,1770473765.000,2026-02-07T09:16:05.000-0500,66,65,75,889.800,4.668,1,203
9:16:06.000 AM,1770473766.000,2026-02-07T09:16:06.000-0500,66,64,76,893.990,4.683,1,204
9:16:07.000 AM,1770473767.000,2026-02-07T09:16:07.000-0500,66,62,75,897.950,4.667,1,205
9:16:08.000 AM,1770473768.000,2026-02-07T09:16:08.000-0500,66,59,75,902.340,4.673,1,206
9:16:09.000 AM,1770473769.000,2026-02-07T09:16:09.000-0500,66,62,77,908.450,4.683,1,207
9:16:10.000 AM,1770473770.000,2026-02-07T09:16:10.000-0500,66,66,76,912.070,4.707,1,208
9:16:11.000 AM,1770473771.000,2026-02-07T09:16:11.000-0500,66,65,76,917.940,4.680,1,209
9:16:12.000 AM,1770473772.000,2026-02-07T09:16:12.000-0500,66,64,77,922.130,4.711,1,210
9:16:13.000 AM,1770473773.000,2026-02-07T09:16:13.000-0500,66,65,77,927.370,4.748,1,211
9:16:14.000 AM,1770473774.000,2026-02-07T09:16:14.000-0500,66,65,76,931.550,4.724,1,212
9:16:15.000 AM,1770473775.000,2026-02-07T09:16:15.000-0500,66,63,75,936.760,4.631,1,213
9:16:16.000 AM,1770473776.000,2026-02-07T09:16:16.000-0500,66,62,75,940.020,4.658,1,214
9:16:17.000 AM,1770473777.000,2026-02-07T09:16:17.000-0500,66,63,76,945.090,4.625,1,215
9:16:18.000 AM,1770473778.000,2026-02-07T09:16:18.000-0500,66,63,76,950.330,4.632,1,216
9:16:19.000 AM,1770473779.000,2026-02-07T09:16:19.000-0500,66,61,76,954.550,4.652,1,217
9:16:20.000 AM,1770473780.000,2026-02-07T09:16:20.000-0500,67,59,75,959.500,4.658,1,218
9:16:21.000 AM,1770473781.000,2026-02-07T09:16:21.000-0500,67,61,75,963.880,4.666,1,219
9:16:22.000 AM,1770473782.000,2026-02-07T09:16:22.000-0500,67,64,75,969.110,4.658,1,220
9:16:23.000 AM,1770473783.000,2026-02-07T09:16:23.000-0500,67,62,75,973.400,4.643,1,221
9:16:24.000 AM,1770473784.000,2026-02-07T09:16:24.000-0500,67,63,75,978.490,4.666,1,222
9:16:25.000 AM,1770473785.000,2026-02-07T09:16:25.000-0500,67,62,75,982.090,4.654,1,223
9:16:26.000 AM,1770473786.000,2026-02-07T09:16:26.000-0500,67,59,75,986.850,4.631,1,224
9:16:27.000 AM,1770473787.000,2026-02-07T09:16:27.000-0500,67,60,75,992.060,4.631,1,225
9:16:28.000 AM,1770473788.000,2026-02-07T09:16:28.000-0500,67,61,75,996.800,4.632,1,226
9:16:29.000 AM,1770473789.000,2026-02-07T09:16:29.000-0500,67,59,74,1002.930,4.590,1,227
9:16:30.000 AM,1770473790.000,2026-02-07T09:16:30.000-0500,67,57,74,1007.690,4.606,1,228
9:16:31.000 AM,1770473791.000,2026-02-07T09:16:31.000-0500,66,59,74,1011.870,4.619,1,229
9:16:32.000 AM,1770473792.000,2026-02-07T09:16:32.000-0500,66,61,74,1016.850,4.586,1,230
9:16:33.000 AM,1770473793.000,2026-02-07T09:16:33.000-0500,66,61,75,1021.250,4.621,1,231
9:16:34.000 AM,1770473794.000,2026-02-07T09:16:34.000-0500,66,64,76,1026.240,4.618,1,232
9:16:35.000 AM,1770473795.000,2026-02-07T09:16:35.000-0500,66,63,75,1030.660,4.652,1,233
9:16:36.000 AM,1770473796.000,2026-02-07T09:16:36.000-0500,66,57,74,1034.830,4.620,1,234
9:16:37.000 AM,1770473797.000,2026-02-07T09:16:37.000-0500,66,58,74,1040.010,4.606,1,235
9:16:38.000 AM,1770473798.000,2026-02-07T09:16:38.000-0500,66,59,75,1045.220,4.615,1,236
9:16:39.000 AM,1770473799.000,2026-02-07T09:16:39.000-0500,65,71,77,1049.410,4.651,1,237
9:16:40.000 AM,1770473800.000,2026-02-07T09:16:40.000-0500,65,79,79,1054.300,4.839,1,238
9:16:41.000 AM,1770473801.000,2026-02-07T09:16:41.000-0500,65,86,82,1057.760,4.976,1,239
9:16:42.000 AM,1770473802.000,2026-02-07T09:16:42.000-0500,65,78,80,1064.720,4.952,1,240
9:16:43.000 AM,1770473803.000,2026-02-07T09:16:43.000-0500,65,58,78,1069.240,4.902,1,241
9:16:44.000 AM,1770473804.000,2026-02-07T09:16:44.000-0500,65,53,77,1074.460,4.868,1,242
9:16:45.000 AM,1770473805.000,2026-02-07T09:16:45.000-0500,64,55,76,1078.650,4.790,1,243
9:16:46.000 AM,1770473806.000,2026-02-07T09:16:46.000-0500,64,55,75,1083.640,4.734,1,244
9:16:47.000 AM,1770473807.000,2026-02-07T09:16:47.000-0500,65,56,75,1088.030,4.636,1,245
9:16:48.000 AM,1770473808.000,2026-02-07T09:16:48.000-0500,67,61,75,1092.200,4.663,1,246
9:16:49.000 AM,1770473809.000,2026-02-07T09:16:49.000-0500,67,63,75,1096.620,4.657,1,247
9:16:50.000 AM,1770473810.000,2026-02-07T09:16:50.000-0500,67,60,76,1101.700,4.652,1,248
9:16:51.000 AM,1770473811.000,2026-02-07T09:16:51.000-0500,68,60,75,1106.780,4.653,1,249
9:16:52.000 AM,1770473812.000,2026-02-07T09:16:52.000-0500,68,60,74,1110.490,4.631,1,250
9:16:53.000 AM,1770473813.000,2026-02-07T09:16:53.000-0500,69,60,75,1116.040,4.631,1,251
9:16:54.000 AM,1770473814.000,2026-02-07T09:16:54.000-0500,69,62,75,1120.380,4.646,1,252
9:16:55.000 AM,1770473815.000,2026-02-07T09:16:55.000-0500,69,64,75,1125.090,4.668,1,253
9:16:56.000 AM,1770473816.000,2026-02-07T09:16:56.000-0500,68,74,79,1129.730,4.703,1,254
9:16:57.000 AM,1770473817.000,2026-02-07T09:16:57.000-0500,68,95,85,1135.870,4.908,1,255
