date,timestamp,ISO8601,hr (count/min),since_start
4:52:05.000 PM,1770241925.000,2026-02-04T16:52:05.000-0500,,
4:52:07.000 PM,1770241927.000,2026-02-04T16:52:07.000-0500,49,2
4:52:08.000 PM,1770241928.000,2026-02-04T16:52:08.000-0500,49,3
4:52:09.000 PM,1770241929.000,2026-02-04T16:52:09.000-0500,49,4
4:52:10.000 PM,1770241930.000,2026-02-04T16:52:10.000-0500,49,5
4:52:11.000 PM,1770241931.000,2026-02-04T16:52:11.000-0500,50,6
4:52:12.000 PM,1770241932.000,2026-02-04T16:52:12.000-0500,49,7
4:52:13.000 PM,1770241933.000,2026-02-04T16:52:13.000-0500,55,8
4:52:14.000 PM,1770241934.000,2026-02-04T16:52:14.000-0500,55,9
4:52:15.000 PM,1770241935.000,2026-02-04T16:52:15.000-0500,56,10
4:52:16.000 PM,1770241936.000,2026-02-04T16:52:16.000-0500,55,11
4:52:17.000 PM,1770241937.000,2026-02-04T16:52:17.000-0500,55,12
4:52:18.000 PM,1770241938.000,2026-02-04T16:52:18.000-0500,54,13
4:52:19.000 PM,1770241939.000,2026-02-04T16:52:19.000-0500,54,14
4:52:20.000 PM,1770241940.000,2026-02-04T16:52:20.000-0500,54,15
4:52:21.000 PM,1770241941.000,2026-02-04T16:52:21.000-0500,53,16
4:52:22.000 PM,1770241942.000,2026-02-04T16:52:22.000-0500,54,17
4:52:23.000 PM,1770241943.000,2026-02-04T16:52:23.000-0500,53,18
4:52:24.000 PM,1770241944.000,2026-02-04T16:52:24.000-0500,54,19
4:52:25.000 PM,1770241945.000,2026-02-04T16:52:25.000-0500,53,20
4:52:26.000 PM,1770241946.000,2026-02-04T16:52:26.000-0500,53,21
4:52:27.000 PM,1770241947.000,2026-02-04T16:52:27.000-0500,52,22
4:52:28.000 PM,1770241948.000,2026-02-04T16:52:28.000-0500,52,23
4:52:29.000 PM,1770241949.000,2026-02-04T16:52:29.000-0500,52,24
4:52:30.000 PM,1770241950.000,2026-02-04T16:52:30.000-0500,52,25
4:52:31.000 PM,1770241951.000,2026-02-04T16:52:31.000-0500,51,26
4:52:32.000 PM,1770241952.000,2026-02-04T16:52:32.000-0500,53,27
4:52:33.000 PM,1770241953.000,2026-02-04T16:52:33.000-0500,53,28
4:52:34.000 PM,1770241954.000,2026-02-04T16:52:34.000-0500,53,29
4:52:35.000 PM,1770241955.000,2026-02-04T16:52:35.000-0500,54,30
4:52:36.000 PM,1770241956.000,2026-02-04T16:52:36.000-0500,54,31
4:52:37.000 PM,1770241957.000,2026-02-04T16:52:37.000-0500,53,32
