date,timestamp,ISO8601,hr (count/min),power (watt),cadence (count/min),distance (meter),speed (m/s),lap,since_start
11:33:19.000 AM,1770222799.000,2026-02-04T11:33:19.000-0500,,,,,,,
11:33:19.000 AM,1770222799.000,2026-02-04T11:33:19.000-0500,,,,0.000,0.000,1,0
11:33:20.000 AM,1770222800.000,2026-02-04T11:33:20.000-0500,64,,,0.000,3.363,1,1
11:33:21.000 AM,1770222801.000,2026-02-04T11:33:21.000-0500,65,60,65,3.120,3.462,1,2
11:33:22.000 AM,1770222802.000,2026-02-04T11:33:22.000-0500,66,63,66,5.570,3.518,1,3
11:33:23.000 AM,1770222803.000,2026-02-04T11:33:23.000-0500,65,58,67,10.810,3.631,1,4
11:33:24.000 AM,1770222804.000,2026-02-04T11:33:24.000-0500,65,55,67,12.590,3.651,1,5
11:33:25.000 AM,1770222805.000,2026-02-04T11:33:25.000-0500,65,53,66,18.720,3.664,1,6
11:33:26.000 AM,1770222806.000,2026-02-04T11:33:26.000-0500,65,52,66,20.920,3.675,1,7
11:33:27.000 AM,1770222807.000,2026-02-04T11:33:27.000-0500,65,52,66,26.110,3.673,1,8
11:33:28.000 AM,1770222808.000,2026-02-04T11:33:28.000-0500,66,55,66,29.280,3.698,1,9
11:33:29.000 AM,1770222809.000,2026-02-04T11:33:29.000-0500,66,53,66,32.640,3.710,1,10
11:33:30.000 AM,1770222810.000,2026-02-04T11:33:30.000-0500,66,51,65,36.600,3.685,1,11
11:33:31.000 AM,1770222811.000,2026-02-04T11:33:31.000-0500,66,51,65,40.290,3.658,1,12
11:33:32.000 AM,1770222812.000,2026-02-04T11:33:32.000-0500,66,54,65,43.070,3.651,1,13
11:33:33.000 AM,1770222813.000,2026-02-04T11:33:33.000-0500,66,55,65,47.840,3.637,1,14
11:33:34.000 AM,1770222814.000,2026-02-04T11:33:34.000-0500,67,55,64,50.620,3.629,1,15
11:33:35.000 AM,1770222815.000,2026-02-04T11:33:35.000-0500,67,50,64,54.880,3.613,1,16
11:33:36.000 AM,1770222816.000,2026-02-04T11:33:36.000-0500,67,49,64,57.660,3.596,1,17
11:33:37.000 AM,1770222817.000,2026-02-04T11:33:37.000-0500,67,52,65,61.770,3.615,1,18
11:33:38.000 AM,1770222818.000,2026-02-04T11:33:38.000-0500,67,51,64,65.300,3.609,1,19
11:33:39.000 AM,1770222819.000,2026-02-04T11:33:39.000-0500,67,52,64,68.770,3.598,1,20
11:33:40.000 AM,1770222820.000,2026-02-04T11:33:40.000-0500,67,53,65,71.550,3.609,1,21
11:33:41.000 AM,1770222821.000,2026-02-04T11:33:41.000-0500,68,49,63,75.690,3.582,1,22
11:33:42.000 AM,1770222822.000,2026-02-04T11:33:42.000-0500,68,47,63,79.480,3.554,1,23
11:33:43.000 AM,1770222823.000,2026-02-04T11:33:43.000-0500,68,47,63,82.580,3.534,1,24
11:33:44.000 AM,1770222824.000,2026-02-04T11:33:44.000-0500,69,48,63,86.790,3.503,1,25
11:33:45.000 AM,1770222825.000,2026-02-04T11:33:45.000-0500,70,48,63,89.940,3.508,1,26
11:33:46.000 AM,1770222826.000,2026-02-04T11:33:46.000-0500,70,47,63,93.750,3.510,1,27
11:33:47.000 AM,1770222827.000,2026-02-04T11:33:47.000-0500,70,45,62,97.260,3.503,1,28
11:33:48.000 AM,1770222828.000,2026-02-04T11:33:48.000-0500,70,48,63,100.400,3.511,1,29
11:33:49.000 AM,1770222829.000,2026-02-04T11:33:49.000-0500,70,52,63,103.550,3.521,1,30
11:33:50.000 AM,1770222830.000,2026-02-04T11:33:50.000-0500,70,54,64,107.000,3.541,1,31
11:33:51.000 AM,1770222831.000,2026-02-04T11:33:51.000-0500,69,52,63,110.860,3.534,1,32
11:33:52.000 AM,1770222832.000,2026-02-04T11:33:52.000-0500,68,48,63,114.000,3.526,1,33
11:33:53.000 AM,1770222833.000,2026-02-04T11:33:53.000-0500,67,48,62,118.160,3.524,1,34
11:33:54.000 AM,1770222834.000,2026-02-04T11:33:54.000-0500,66,48,62,121.160,3.497,1,35
11:33:55.000 AM,1770222835.000,2026-02-04T11:33:55.000-0500,64,48,62,125.070,3.493,1,36
11:33:56.000 AM,1770222836.000,2026-02-04T11:33:56.000-0500,63,48,62,128.650,3.492,1,37
11:33:57.000 AM,1770222837.000,2026-02-04T11:33:57.000-0500,63,50,63,132.000,3.492,1,38
11:33:58.000 AM,1770222838.000,2026-02-04T11:33:58.000-0500,63,35,27,135.030,3.441,1,39
11:33:59.000 AM,1770222839.000,2026-02-04T11:33:59.000-0500,63,15,14,139.620,3.246,1,40
11:34:00.000 AM,1770222840.000,2026-02-04T11:34:00.000-0500,63,9,48,143.060,3.054,1,41
11:34:01.000 AM,1770222841.000,2026-02-04T11:34:01.000-0500,63,48,58,145.850,3.081,1,42
11:34:02.000 AM,1770222842.000,2026-02-04T11:34:02.000-0500,63,56,60,148.420,3.218,1,43
11:34:03.000 AM,1770222843.000,2026-02-04T11:34:03.000-0500,63,58,61,151.490,3.324,1,44
11:34:04.000 AM,1770222844.000,2026-02-04T11:34:04.000-0500,64,60,63,154.270,3.371,1,45
11:34:05.000 AM,1770222845.000,2026-02-04T11:34:05.000-0500,64,62,64,157.960,3.504,1,46
11:34:06.000 AM,1770222846.000,2026-02-04T11:34:06.000-0500,65,57,63,161.910,3.520,1,47
11:34:07.000 AM,1770222847.000,2026-02-04T11:34:07.000-0500,66,53,64,164.700,3.517,1,48
11:34:08.000 AM,1770222848.000,2026-02-04T11:34:08.000-0500,66,50,63,168.860,3.533,1,49
11:34:09.000 AM,1770222849.000,2026-02-04T11:34:09.000-0500,66,50,63,172.600,3.537,1,50
11:34:10.000 AM,1770222850.000,2026-02-04T11:34:10.000-0500,67,50,64,176.190,3.536,1,51
11:34:11.000 AM,1770222851.000,2026-02-04T11:34:11.000-0500,66,51,64,179.900,3.532,1,52
11:34:12.000 AM,1770222852.000,2026-02-04T11:34:12.000-0500,66,51,65,183.290,3.568,1,53
11:34:13.000 AM,1770222853.000,2026-02-04T11:34:13.000-0500,65,52,65,187.230,3.602,1,54
11:34:14.000 AM,1770222854.000,2026-02-04T11:34:14.000-0500,65,52,65,190.400,3.619,1,55
11:34:15.000 AM,1770222855.000,2026-02-04T11:34:15.000-0500,64,51,65,194.560,3.625,1,56
11:34:16.000 AM,1770222856.000,2026-02-04T11:34:16.000-0500,64,53,65,197.700,3.626,1,57
11:34:17.000 AM,1770222857.000,2026-02-04T11:34:17.000-0500,63,54,66,201.870,3.637,1,58
11:34:18.000 AM,1770222858.000,2026-02-04T11:34:18.000-0500,63,53,66,204.970,3.670,1,59
11:34:19.000 AM,1770222859.000,2026-02-04T11:34:19.000-0500,62,51,65,209.110,3.660,1,60
11:34:20.000 AM,1770222860.000,2026-02-04T11:34:20.000-0500,62,47,64,212.340,3.641,1,61
11:34:21.000 AM,1770222861.000,2026-02-04T11:34:21.000-0500,62,46,64,218.170,3.608,1,62
11:34:22.000 AM,1770222862.000,2026-02-04T11:34:22.000-0500,61,46,64,221.610,3.569,1,63
11:34:23.000 AM,1770222863.000,2026-02-04T11:34:23.000-0500,61,46,64,223.930,3.569,1,64
11:34:24.000 AM,1770222864.000,2026-02-04T11:34:24.000-0500,61,47,64,228.600,3.566,1,65
11:34:25.000 AM,1770222865.000,2026-02-04T11:34:25.000-0500,61,49,64,232.190,3.563,1,66
11:34:26.000 AM,1770222866.000,2026-02-04T11:34:26.000-0500,61,49,65,235.540,3.563,1,67
11:34:27.000 AM,1770222867.000,2026-02-04T11:34:27.000-0500,62,50,66,238.900,3.582,1,68
11:34:28.000 AM,1770222868.000,2026-02-04T11:34:28.000-0500,62,52,66,243.180,3.628,1,69
11:34:29.000 AM,1770222869.000,2026-02-04T11:34:29.000-0500,62,51,66,246.660,3.653,1,70
11:34:30.000 AM,1770222870.000,2026-02-04T11:34:30.000-0500,61,52,66,250.720,3.664,1,71
11:34:31.000 AM,1770222871.000,2026-02-04T11:34:31.000-0500,60,53,66,253.700,3.667,1,72
11:34:32.000 AM,1770222872.000,2026-02-04T11:34:32.000-0500,61,53,66,258.200,3.693,1,73
11:34:33.000 AM,1770222873.000,2026-02-04T11:34:33.000-0500,61,52,67,261.460,3.705,1,74
11:34:34.000 AM,1770222874.000,2026-02-04T11:34:34.000-0500,62,48,66,265.650,3.748,1,75
11:34:35.000 AM,1770222875.000,2026-02-04T11:34:35.000-0500,62,46,66,268.840,3.720,1,76
11:34:36.000 AM,1770222876.000,2026-02-04T11:34:36.000-0500,62,51,67,272.750,3.711,1,77
11:34:37.000 AM,1770222877.000,2026-02-04T11:34:37.000-0500,63,52,66,276.540,3.711,1,78
11:34:38.000 AM,1770222878.000,2026-02-04T11:34:38.000-0500,63,49,66,280.260,3.723,1,79
11:34:39.000 AM,1770222879.000,2026-02-04T11:34:39.000-0500,63,47,66,284.170,3.693,1,80
11:34:40.000 AM,1770222880.000,2026-02-04T11:34:40.000-0500,63,47,66,287.610,3.683,1,81
11:34:41.000 AM,1770222881.000,2026-02-04T11:34:41.000-0500,64,48,65,291.120,3.675,1,82
11:34:42.000 AM,1770222882.000,2026-02-04T11:34:42.000-0500,64,48,65,294.600,3.670,1,83
11:34:43.000 AM,1770222883.000,2026-02-04T11:34:43.000-0500,66,50,65,298.750,3.671,1,84
11:34:44.000 AM,1770222884.000,2026-02-04T11:34:44.000-0500,66,54,66,301.550,3.673,1,85
11:34:45.000 AM,1770222885.000,2026-02-04T11:34:45.000-0500,66,54,66,304.370,3.683,1,86
11:34:46.000 AM,1770222886.000,2026-02-04T11:34:46.000-0500,66,49,66,309.180,3.693,1,87
11:34:47.000 AM,1770222887.000,2026-02-04T11:34:47.000-0500,65,49,66,313.350,3.674,1,88
11:34:48.000 AM,1770222888.000,2026-02-04T11:34:48.000-0500,65,53,67,316.880,3.686,1,89
11:34:49.000 AM,1770222889.000,2026-02-04T11:34:49.000-0500,64,52,66,320.980,3.709,1,90
11:34:50.000 AM,1770222890.000,2026-02-04T11:34:50.000-0500,63,50,66,323.710,3.698,1,91
11:34:51.000 AM,1770222891.000,2026-02-04T11:34:51.000-0500,62,50,67,327.940,3.704,1,92
11:34:52.000 AM,1770222892.000,2026-02-04T11:34:52.000-0500,61,50,67,331.530,3.717,1,93
11:34:53.000 AM,1770222893.000,2026-02-04T11:34:53.000-0500,61,50,67,335.700,3.732,1,94
11:34:54.000 AM,1770222894.000,2026-02-04T11:34:54.000-0500,60,51,67,339.740,3.737,1,95
11:34:55.000 AM,1770222895.000,2026-02-04T11:34:55.000-0500,59,52,67,343.020,3.753,1,96
11:34:56.000 AM,1770222896.000,2026-02-04T11:34:56.000-0500,59,52,67,347.200,3.762,1,97
11:34:57.000 AM,1770222897.000,2026-02-04T11:34:57.000-0500,59,52,68,349.560,3.758,1,98
11:34:58.000 AM,1770222898.000,2026-02-04T11:34:58.000-0500,58,53,68,353.480,3.772,1,99
11:34:59.000 AM,1770222899.000,2026-02-04T11:34:59.000-0500,58,54,68,357.570,3.791,1,100
11:35:00.000 AM,1770222900.000,2026-02-04T11:35:00.000-0500,58,54,68,361.290,3.812,1,101
11:35:01.000 AM,1770222901.000,2026-02-04T11:35:01.000-0500,58,53,68,366.020,3.806,1,102
11:35:02.000 AM,1770222902.000,2026-02-04T11:35:02.000-0500,58,50,67,369.610,3.783,1,103
11:35:03.000 AM,1770222903.000,2026-02-04T11:35:03.000-0500,58,53,68,372.770,3.770,1,104
11:35:04.000 AM,1770222904.000,2026-02-04T11:35:04.000-0500,58,58,69,377.040,3.788,1,105
11:35:05.000 AM,1770222905.000,2026-02-04T11:35:05.000-0500,58,63,71,381.420,3.873,1,106
11:35:06.000 AM,1770222906.000,2026-02-04T11:35:06.000-0500,58,61,71,384.820,3.904,1,107
11:35:07.000 AM,1770222907.000,2026-02-04T11:35:07.000-0500,58,54,71,388.930,3.940,1,108
11:35:08.000 AM,1770222908.000,2026-02-04T11:35:08.000-0500,58,50,70,393.190,3.958,1,109
11:35:09.000 AM,1770222909.000,2026-02-04T11:35:09.000-0500,58,52,70,396.620,3.926,1,110
11:35:10.000 AM,1770222910.000,2026-02-04T11:35:10.000-0500,58,53,69,400.460,3.920,1,111
11:35:11.000 AM,1770222911.000,2026-02-04T11:35:11.000-0500,58,49,69,404.680,3.898,1,112
11:35:12.000 AM,1770222912.000,2026-02-04T11:35:12.000-0500,59,52,69,407.850,3.855,1,113
11:35:13.000 AM,1770222913.000,2026-02-04T11:35:13.000-0500,59,59,71,412.670,3.896,1,114
11:35:14.000 AM,1770222914.000,2026-02-04T11:35:14.000-0500,59,62,72,416.180,3.952,1,115
11:35:15.000 AM,1770222915.000,2026-02-04T11:35:15.000-0500,59,57,72,420.360,3.996,1,116
11:35:16.000 AM,1770222916.000,2026-02-04T11:35:16.000-0500,60,50,72,424.530,3.995,1,117
11:35:17.000 AM,1770222917.000,2026-02-04T11:35:17.000-0500,60,51,72,428.250,3.982,1,118
11:35:18.000 AM,1770222918.000,2026-02-04T11:35:18.000-0500,62,55,72,432.890,3.998,1,119
11:35:19.000 AM,1770222919.000,2026-02-04T11:35:19.000-0500,62,58,72,436.920,4.011,1,120
11:35:20.000 AM,1770222920.000,2026-02-04T11:35:20.000-0500,63,58,72,439.510,3.991,1,121
11:35:21.000 AM,1770222921.000,2026-02-04T11:35:21.000-0500,64,59,71,443.590,3.969,1,122
11:35:22.000 AM,1770222922.000,2026-02-04T11:35:22.000-0500,64,59,71,448.570,3.958,1,123
11:35:23.000 AM,1770222923.000,2026-02-04T11:35:23.000-0500,64,55,71,452.250,3.966,1,124
11:35:24.000 AM,1770222924.000,2026-02-04T11:35:24.000-0500,64,52,71,456.410,3.966,1,125
11:35:25.000 AM,1770222925.000,2026-02-04T11:35:25.000-0500,64,51,71,459.890,3.958,1,126
11:35:26.000 AM,1770222926.000,2026-02-04T11:35:26.000-0500,64,51,71,464.040,3.950,1,127
11:35:27.000 AM,1770222927.000,2026-02-04T11:35:27.000-0500,64,54,71,468.410,3.949,1,128
11:35:28.000 AM,1770222928.000,2026-02-04T11:35:28.000-0500,63,56,71,472.460,3.962,1,129
11:35:29.000 AM,1770222929.000,2026-02-04T11:35:29.000-0500,63,53,71,475.810,3.941,1,130
11:35:30.000 AM,1770222930.000,2026-02-04T11:35:30.000-0500,63,52,71,479.910,3.946,1,131
11:35:31.000 AM,1770222931.000,2026-02-04T11:35:31.000-0500,63,53,71,483.470,3.966,1,132
11:35:32.000 AM,1770222932.000,2026-02-04T11:35:32.000-0500,62,55,72,488.000,3.981,1,133
11:35:33.000 AM,1770222933.000,2026-02-04T11:35:33.000-0500,62,58,73,492.450,3.996,1,134
11:35:34.000 AM,1770222934.000,2026-02-04T11:35:34.000-0500,62,55,72,495.980,4.023,1,135
11:35:35.000 AM,1770222935.000,2026-02-04T11:35:35.000-0500,62,53,71,499.770,4.010,1,136
11:35:36.000 AM,1770222936.000,2026-02-04T11:35:36.000-0500,62,49,71,503.920,3.981,1,137
11:35:37.000 AM,1770222937.000,2026-02-04T11:35:37.000-0500,62,49,71,507.790,3.966,1,138
11:35:38.000 AM,1770222938.000,2026-02-04T11:35:38.000-0500,62,52,71,512.300,3.985,1,139
11:35:39.000 AM,1770222939.000,2026-02-04T11:35:39.000-0500,62,53,71,515.440,3.981,1,140
11:35:40.000 AM,1770222940.000,2026-02-04T11:35:40.000-0500,62,54,71,518.780,3.981,1,141
11:35:41.000 AM,1770222941.000,2026-02-04T11:35:41.000-0500,62,54,71,525.870,3.980,1,142
11:35:42.000 AM,1770222942.000,2026-02-04T11:35:42.000-0500,62,53,71,530.040,3.966,1,143
11:35:43.000 AM,1770222943.000,2026-02-04T11:35:43.000-0500,62,52,71,534.160,3.966,1,144
11:35:44.000 AM,1770222944.000,2026-02-04T11:35:44.000-0500,62,53,71,537.360,3.973,1,145
11:35:45.000 AM,1770222945.000,2026-02-04T11:35:45.000-0500,62,56,71,541.110,3.969,1,146
11:35:46.000 AM,1770222946.000,2026-02-04T11:35:46.000-0500,62,56,71,545.730,3.981,1,147
11:35:47.000 AM,1770222947.000,2026-02-04T11:35:47.000-0500,62,56,71,549.900,3.986,1,148
11:35:48.000 AM,1770222948.000,2026-02-04T11:35:48.000-0500,62,56,71,554.060,3.982,1,149
11:35:49.000 AM,1770222949.000,2026-02-04T11:35:49.000-0500,62,54,71,557.200,3.995,1,150
11:35:50.000 AM,1770222950.000,2026-02-04T11:35:50.000-0500,62,55,71,561.390,3.988,1,151
11:35:51.000 AM,1770222951.000,2026-02-04T11:35:51.000-0500,61,54,71,564.700,3.995,1,152
11:35:52.000 AM,1770222952.000,2026-02-04T11:35:52.000-0500,61,52,71,569.370,3.987,1,153
11:35:53.000 AM,1770222953.000,2026-02-04T11:35:53.000-0500,61,53,71,573.930,3.981,1,154
11:35:54.000 AM,1770222954.000,2026-02-04T11:35:54.000-0500,61,54,71,577.920,3.982,1,155
11:35:55.000 AM,1770222955.000,2026-02-04T11:35:55.000-0500,61,54,72,580.680,4.005,1,156
11:35:56.000 AM,1770222956.000,2026-02-04T11:35:56.000-0500,61,53,71,585.430,4.005,1,157
11:35:57.000 AM,1770222957.000,2026-02-04T11:35:57.000-0500,61,54,71,589.010,3.992,1,158
11:35:58.000 AM,1770222958.000,2026-02-04T11:35:58.000-0500,61,59,73,593.680,4.002,1,159
11:35:59.000 AM,1770222959.000,2026-02-04T11:35:59.000-0500,60,58,73,597.360,4.059,1,160
11:36:00.000 AM,1770222960.000,2026-02-04T11:36:00.000-0500,60,57,72,601.990,4.051,1,161
11:36:01.000 AM,1770222961.000,2026-02-04T11:36:01.000-0500,60,57,72,605.950,4.037,1,162
11:36:02.000 AM,1770222962.000,2026-02-04T11:36:02.000-0500,60,54,73,609.460,4.038,1,163
11:36:03.000 AM,1770222963.000,2026-02-04T11:36:03.000-0500,60,53,72,613.630,4.032,1,164
11:36:04.000 AM,1770222964.000,2026-02-04T11:36:04.000-0500,60,54,72,616.800,4.050,1,165
11:36:05.000 AM,1770222965.000,2026-02-04T11:36:05.000-0500,60,54,72,621.660,4.048,1,166
11:36:06.000 AM,1770222966.000,2026-02-04T11:36:06.000-0500,60,52,72,625.830,4.012,1,167
11:36:07.000 AM,1770222967.000,2026-02-04T11:36:07.000-0500,60,51,72,630.320,4.013,1,168
11:36:08.000 AM,1770222968.000,2026-02-04T11:36:08.000-0500,61,52,72,634.150,4.017,1,169
11:36:09.000 AM,1770222969.000,2026-02-04T11:36:09.000-0500,61,54,73,636.940,4.025,1,170
11:36:10.000 AM,1770222970.000,2026-02-04T11:36:10.000-0500,61,55,73,641.800,4.059,1,171
11:36:11.000 AM,1770222971.000,2026-02-04T11:36:11.000-0500,61,54,72,646.020,4.065,1,172
11:36:12.000 AM,1770222972.000,2026-02-04T11:36:12.000-0500,61,53,73,650.180,4.036,1,173
11:36:13.000 AM,1770222973.000,2026-02-04T11:36:13.000-0500,62,53,72,653.580,4.043,1,174
11:36:14.000 AM,1770222974.000,2026-02-04T11:36:14.000-0500,62,52,73,658.560,4.044,1,175
11:36:15.000 AM,1770222975.000,2026-02-04T11:36:15.000-0500,62,57,73,662.730,4.084,1,176
11:36:16.000 AM,1770222976.000,2026-02-04T11:36:16.000-0500,62,59,73,666.090,4.085,1,177
11:36:17.000 AM,1770222977.000,2026-02-04T11:36:17.000-0500,62,52,72,670.050,4.074,1,178
11:36:18.000 AM,1770222978.000,2026-02-04T11:36:18.000-0500,62,54,73,674.210,4.064,1,179
11:36:19.000 AM,1770222979.000,2026-02-04T11:36:19.000-0500,62,54,73,677.690,4.053,1,180
11:36:20.000 AM,1770222980.000,2026-02-04T11:36:20.000-0500,62,53,73,681.550,4.068,1,181
11:36:21.000 AM,1770222981.000,2026-02-04T11:36:21.000-0500,63,52,73,686.670,4.071,1,182
11:36:22.000 AM,1770222982.000,2026-02-04T11:36:22.000-0500,63,54,73,690.940,4.065,1,183
11:36:23.000 AM,1770222983.000,2026-02-04T11:36:23.000-0500,63,52,73,695.120,4.072,1,184
11:36:24.000 AM,1770222984.000,2026-02-04T11:36:24.000-0500,63,51,72,699.290,4.047,1,185
11:36:25.000 AM,1770222985.000,2026-02-04T11:36:25.000-0500,63,54,72,702.700,4.043,1,186
11:36:26.000 AM,1770222986.000,2026-02-04T11:36:26.000-0500,63,56,73,706.480,4.046,1,187
11:36:27.000 AM,1770222987.000,2026-02-04T11:36:27.000-0500,63,56,73,710.150,4.062,1,188
11:36:28.000 AM,1770222988.000,2026-02-04T11:36:28.000-0500,63,56,74,714.960,4.086,1,189
11:36:29.000 AM,1770222989.000,2026-02-04T11:36:29.000-0500,64,57,73,719.150,4.114,1,190
11:36:30.000 AM,1770222990.000,2026-02-04T11:36:30.000-0500,64,54,74,723.310,4.107,1,191
11:36:31.000 AM,1770222991.000,2026-02-04T11:36:31.000-0500,64,54,74,727.500,4.119,1,192
11:36:32.000 AM,1770222992.000,2026-02-04T11:36:32.000-0500,64,53,74,731.360,4.115,1,193
11:36:33.000 AM,1770222993.000,2026-02-04T11:36:33.000-0500,64,53,74,735.520,4.124,1,194
11:36:34.000 AM,1770222994.000,2026-02-04T11:36:34.000-0500,64,53,74,740.030,4.128,1,195
11:36:35.000 AM,1770222995.000,2026-02-04T11:36:35.000-0500,64,54,74,744.200,4.136,1,196
11:36:36.000 AM,1770222996.000,2026-02-04T11:36:36.000-0500,64,53,74,748.380,4.123,1,197
11:36:37.000 AM,1770222997.000,2026-02-04T11:36:37.000-0500,64,50,73,754.220,4.113,1,198
11:36:38.000 AM,1770222998.000,2026-02-04T11:36:38.000-0500,64,53,74,757.910,4.116,1,199
11:36:39.000 AM,1770222999.000,2026-02-04T11:36:39.000-0500,64,57,74,762.300,4.126,1,200
11:36:40.000 AM,1770223000.000,2026-02-04T11:36:40.000-0500,64,55,74,767.170,4.150,1,201
11:36:41.000 AM,1770223001.000,2026-02-04T11:36:41.000-0500,64,52,74,770.670,4.148,1,202
11:36:42.000 AM,1770223002.000,2026-02-04T11:36:42.000-0500,64,52,73,774.480,4.128,1,203
11:36:43.000 AM,1770223003.000,2026-02-04T11:36:43.000-0500,64,54,73,778.500,4.108,1,204
11:36:44.000 AM,1770223004.000,2026-02-04T11:36:44.000-0500,64,56,74,782.790,4.115,1,205
11:36:45.000 AM,1770223005.000,2026-02-04T11:36:45.000-0500,65,55,73,787.020,4.117,1,206
11:36:46.000 AM,1770223006.000,2026-02-04T11:36:46.000-0500,65,56,74,791.040,4.127,1,207
11:36:47.000 AM,1770223007.000,2026-02-04T11:36:47.000-0500,65,55,74,795.120,4.129,1,208
11:36:48.000 AM,1770223008.000,2026-02-04T11:36:48.000-0500,65,51,73,798.010,4.109,1,209
11:36:49.000 AM,1770223009.000,2026-02-04T11:36:49.000-0500,65,52,73,803.710,4.115,1,210
11:36:50.000 AM,1770223010.000,2026-02-04T11:36:50.000-0500,64,55,73,807.880,4.115,1,211
11:36:51.000 AM,1770223011.000,2026-02-04T11:36:51.000-0500,64,57,74,811.960,4.115,1,212
11:36:52.000 AM,1770223012.000,2026-02-04T11:36:52.000-0500,64,54,74,815.300,4.112,1,213
11:36:53.000 AM,1770223013.000,2026-02-04T11:36:53.000-0500,64,51,74,820.440,4.132,1,214
11:36:54.000 AM,1770223014.000,2026-02-04T11:36:54.000-0500,64,52,74,824.620,4.135,1,215
11:36:55.000 AM,1770223015.000,2026-02-04T11:36:55.000-0500,64,53,74,828.790,4.140,1,216
11:36:56.000 AM,1770223016.000,2026-02-04T11:36:56.000-0500,64,53,74,832.970,4.132,1,217
11:36:57.000 AM,1770223017.000,2026-02-04T11:36:57.000-0500,64,53,74,836.170,4.124,1,218
11:36:58.000 AM,1770223018.000,2026-02-04T11:36:58.000-0500,64,53,74,840.290,4.131,1,219
11:36:59.000 AM,1770223019.000,2026-02-04T11:36:59.000-0500,64,53,74,844.470,4.124,1,220
11:37:00.000 AM,1770223020.000,2026-02-04T11:37:00.000-0500,64,53,74,848.600,4.115,1,221
11:37:01.000 AM,1770223021.000,2026-02-04T11:37:01.000-0500,64,54,74,852.820,4.107,1,222
11:37:02.000 AM,1770223022.000,2026-02-04T11:37:02.000-0500,64,53,74,857.000,4.132,1,223
11:37:03.000 AM,1770223023.000,2026-02-04T11:37:03.000-0500,64,54,74,861.170,4.124,1,224
11:37:04.000 AM,1770223024.000,2026-02-04T11:37:04.000-0500,64,54,74,865.280,4.132,1,225
11:37:05.000 AM,1770223025.000,2026-02-04T11:37:05.000-0500,64,54,74,869.490,4.131,1,226
11:37:06.000 AM,1770223026.000,2026-02-04T11:37:06.000-0500,64,52,73,873.710,4.123,1,227
11:37:07.000 AM,1770223027.000,2026-02-04T11:37:07.000-0500,64,53,74,877.890,4.114,1,228
11:37:08.000 AM,1770223028.000,2026-02-04T11:37:08.000-0500,64,55,74,882.050,4.124,1,229
11:37:09.000 AM,1770223029.000,2026-02-04T11:37:09.000-0500,64,56,74,886.150,4.123,1,230
11:37:10.000 AM,1770223030.000,2026-02-04T11:37:10.000-0500,64,52,74,890.420,4.139,1,231
11:37:11.000 AM,1770223031.000,2026-02-04T11:37:11.000-0500,64,53,74,894.590,4.124,1,232
11:37:12.000 AM,1770223032.000,2026-02-04T11:37:12.000-0500,64,55,74,899.150,4.129,1,233
11:37:13.000 AM,1770223033.000,2026-02-04T11:37:13.000-0500,64,55,74,904.880,4.124,1,234
11:37:14.000 AM,1770223034.000,2026-02-04T11:37:14.000-0500,64,53,74,909.050,4.119,1,235
11:37:15.000 AM,1770223035.000,2026-02-04T11:37:15.000-0500,64,50,74,912.350,4.140,1,236
11:37:16.000 AM,1770223036.000,2026-02-04T11:37:16.000-0500,64,51,73,916.320,4.121,1,237
11:37:17.000 AM,1770223037.000,2026-02-04T11:37:17.000-0500,64,56,74,920.700,4.105,1,238
11:37:18.000 AM,1770223038.000,2026-02-04T11:37:18.000-0500,64,56,74,924.880,4.124,1,239
11:37:19.000 AM,1770223039.000,2026-02-04T11:37:19.000-0500,64,55,73,929.050,4.137,1,240
11:37:20.000 AM,1770223040.000,2026-02-04T11:37:20.000-0500,64,54,73,932.900,4.129,1,241
11:37:21.000 AM,1770223041.000,2026-02-04T11:37:21.000-0500,64,54,74,937.410,4.122,1,242
11:37:22.000 AM,1770223042.000,2026-02-04T11:37:22.000-0500,64,53,74,941.590,4.140,1,243
11:37:23.000 AM,1770223043.000,2026-02-04T11:37:23.000-0500,64,53,74,945.760,4.116,1,244
11:37:24.000 AM,1770223044.000,2026-02-04T11:37:24.000-0500,64,54,74,949.950,4.115,1,245
11:37:25.000 AM,1770223045.000,2026-02-04T11:37:25.000-0500,64,55,74,953.990,4.140,1,246
11:37:26.000 AM,1770223046.000,2026-02-04T11:37:26.000-0500,64,56,74,958.300,4.140,1,247
11:37:27.000 AM,1770223047.000,2026-02-04T11:37:27.000-0500,64,55,75,962.460,4.156,1,248
11:37:28.000 AM,1770223048.000,2026-02-04T11:37:28.000-0500,64,50,74,966.540,4.141,1,249
11:37:29.000 AM,1770223049.000,2026-02-04T11:37:29.000-0500,64,53,74,970.840,4.140,1,250
11:37:30.000 AM,1770223050.000,2026-02-04T11:37:30.000-0500,64,57,75,975.010,4.174,1,251
11:37:31.000 AM,1770223051.000,2026-02-04T11:37:31.000-0500,64,55,74,979.170,4.156,1,252
11:37:32.000 AM,1770223052.000,2026-02-04T11:37:32.000-0500,64,52,74,983.370,4.148,1,253
11:37:33.000 AM,1770223053.000,2026-02-04T11:37:33.000-0500,64,54,74,987.540,4.140,1,254
11:37:34.000 AM,1770223054.000,2026-02-04T11:37:34.000-0500,64,54,74,990.970,4.140,1,255
11:37:35.000 AM,1770223055.000,2026-02-04T11:37:35.000-0500,64,53,74,994.810,4.122,1,256
