date,timestamp,ISO8601,hr (count/min),since_start
10:58:25.912 AM,1770652705.912,2026-02-09T10:58:25.911-0500,,
10:58:26.912 AM,1770652706.912,2026-02-09T10:58:26.911-0500,97,1
10:58:27.912 AM,1770652707.912,2026-02-09T10:58:27.911-0500,97,2
10:58:28.912 AM,1770652708.912,2026-02-09T10:58:28.911-0500,97,3
10:58:29.912 AM,1770652709.912,2026-02-09T10:58:29.911-0500,97,4
10:58:30.912 AM,1770652710.912,2026-02-09T10:58:30.911-0500,97,5
10:58:31.912 AM,1770652711.912,2026-02-09T10:58:31.911-0500,97,6
10:58:32.912 AM,1770652712.912,2026-02-09T10:58:32.911-0500,98,7
10:58:33.912 AM,1770652713.912,2026-02-09T10:58:33.911-0500,98,8
10:58:34.912 AM,1770652714.912,2026-02-09T10:58:34.911-0500,98,9
10:58:35.912 AM,1770652715.912,2026-02-09T10:58:35.911-0500,98,10
10:58:36.912 AM,1770652716.912,2026-02-09T10:58:36.911-0500,99,11
10:58:37.912 AM,1770652717.912,2026-02-09T10:58:37.911-0500,100,12
10:58:38.912 AM,1770652718.912,2026-02-09T10:58:38.911-0500,100,13
10:58:39.912 AM,1770652719.912,2026-02-09T10:58:39.911-0500,100,14
10:58:40.912 AM,1770652720.912,2026-02-09T10:58:40.911-0500,100,15
10:58:41.912 AM,1770652721.912,2026-02-09T10:58:41.911-0500,100,16
10:58:42.912 AM,1770652722.912,2026-02-09T10:58:42.911-0500,99,17
10:58:43.912 AM,1770652723.912,2026-02-09T10:58:43.911-0500,99,18
10:58:44.912 AM,1770652724.912,2026-02-09T10:58:44.911-0500,99,19
10:58:45.912 AM,1770652725.912,2026-02-09T10:58:45.911-0500,98,20
10:58:46.912 AM,1770652726.912,2026-02-09T10:58:46.911-0500,98,21
10:58:47.912 AM,1770652727.912,2026-02-09T10:58:47.911-0500,98,22
10:58:48.912 AM,1770652728.912,2026-02-09T10:58:48.911-0500,98,23
10:58:49.912 AM,1770652729.912,2026-02-09T10:58:49.911-0500,97,24
10:58:50.912 AM,1770652730.912,2026-02-09T10:58:50.911-0500,97,25
10:58:51.912 AM,1770652731.912,2026-02-09T10:58:51.911-0500,97,26
10:58:52.912 AM,1770652732.912,2026-02-09T10:58:52.911-0500,97,27
10:58:53.912 AM,1770652733.912,2026-02-09T10:58:53.911-0500,97,28
10:58:54.912 AM,1770652734.912,2026-02-09T10:58:54.911-0500,97,29
10:58:55.912 AM,1770652735.912,2026-02-09T10:58:55.911-0500,97,30
10:58:56.912 AM,1770652736.912,2026-02-09T10:58:56.911-0500,97,31
10:58:57.912 AM,1770652737.912,2026-02-09T10:58:57.911-0500,97,32
10:58:58.912 AM,1770652738.912,2026-02-09T10:58:58.911-0500,96,33
10:58:59.912 AM,1770652739.912,2026-02-09T10:58:59.911-0500,96,34
10:59:00.912 AM,1770652740.912,2026-02-09T10:59:00.911-0500,96,35
10:59:01.912 AM,1770652741.912,2026-02-09T10:59:01.911-0500,96,36
10:59:02.912 AM,1770652742.912,2026-02-09T10:59:02.911-0500,97,37
10:59:03.912 AM,1770652743.912,2026-02-09T10:59:03.911-0500,98,38
10:59:04.912 AM,1770652744.912,2026-02-09T10:59:04.911-0500,98,39
10:59:05.912 AM,1770652745.912,2026-02-09T10:59:05.911-0500,98,40
10:59:06.912 AM,1770652746.912,2026-02-09T10:59:06.911-0500,98,41
10:59:07.912 AM,1770652747.912,2026-02-09T10:59:07.911-0500,98,42
10:59:08.912 AM,1770652748.912,2026-02-09T10:59:08.911-0500,98,43
10:59:09.912 AM,1770652749.912,2026-02-09T10:59:09.911-0500,98,44
10:59:10.912 AM,1770652750.912,2026-02-09T10:59:10.911-0500,97,45
10:59:11.912 AM,1770652751.912,2026-02-09T10:59:11.911-0500,97,46
10:59:12.912 AM,1770652752.912,2026-02-09T10:59:12.911-0500,98,47
10:59:13.912 AM,1770652753.912,2026-02-09T10:59:13.911-0500,98,48
10:59:14.912 AM,1770652754.912,2026-02-09T10:59:14.911-0500,98,49
